SqFt,address,age,bath,bedrooms,crime,description,features,floorplan,incm_restr,neighborhood,price,site
,"Brooklyn, NY, 11207, (",35 days on Trulia,4 full Bathrooms,4 Bedrooms,Low,"BushwickLocated on Halsey + WilsonThree rooms are available in a gorgeous, recently renovated 4br/4bath. Each room is like its own mini-studio! Two rooms have private access to a roof deck. All rooms include their own fridge, bathroom, and cabinetry. Full kitchen and living room space in the common area of the apartment. One month free on all rooms. Two rooms with roof deck access for $1350 per month (with one month free the net price is $1240 per month) One room for $1200 per month (with one month free the net price is $1100 per month)Apartment detai","Price: $1,050; Deposit:
                          $1,150; 4 Bedrooms; 4 full Bathrooms; Multi-Family; Status: For Rent; Pets Allowed:; Cats, Small dogs; Parking: off street; Floors: Hardwood; Neighborhood:; Zip:; Provided By:
                          Hotpads; 1,200 sqft",,,Bushwick,"$1,050/mo",trulia
,"Brooklyn, NY, 11201, (",35 days on Trulia,2 full Bathrooms,2 Bedrooms,Low,"Super large well appointed two-bedroom apartment home with two full baths with assigned ""PARKING"" spot Enjoy 1,121 sq.ft. of living space. All the space you always wanted and needed with 6 closets, hardwood floors. The very large living room with adjacent dining area provides access for easy entertaining. Great double galley kitchen, has two entrances for easy flow to the dining area. A king size master bedroom with on-suite shower bathroom and two closets making it the perfect retreat. The 2nd bedroom is spacious queen size bedroom with two window exposures. Additional space within","Price: $3,500; 2 Bedrooms; 2 full Bathrooms; Multi-Family; Dishwasher; Status: For Rent; Concierge; Neighborhood:; Zip:; Provided By:
                          Corcoran; 1,121 sqft; Courtyard; Garden",,,Downtown Brooklyn,"$3,500/mo",trulia
,"Brooklyn, NY, 11221, (",34 days on Trulia,1 full Bathroom,2 Bedrooms,High,"This is a modern, luxurious apartment in an amenity-rich building. Everything in this apartment feels spacious. From the high ceilings, to the wide floor-space in the bathroom and the kitchen's open modern design. This one-of-a-kind building is literally steps from the gates ave J,M,Z train.AMENITIES 24 Hour Doorman/Security Large Stocked Gym  Game Room Furnished Lounge Convenient Electronic keys for Access Dance/Yoga Studio Theater Room  Private Parking Office space  Common courtyard Free WiFi  Backyard Roof Deck Elevator Large Laundry Room Bike Room","Price: $2,383; 2 Bedrooms; 1 full Bathroom; Multi-Family; Dishwasher; Status: For Rent; Parking: garage attached; Neighborhood:; Zip:; Provided By:
                          Lofts And Flats Llc; Courtyard",,,Bedford - Stuyvesant,"$2,383/mo",trulia
,"Brooklyn, NY, 11201, (",31 days on Trulia,2 full Bathrooms,2 Bedrooms,Lowest,NO FEEExquisite luxury 2-bedroom and 2-bathroom duplex apartment located in beautiful and historic Brooklyn Heights.It's one of a kind. Come see it for yourself!Amenities Include:- Furnished Roof Deck- Modern European appliances- Marble counter-tops- Dishwasher- 2 Large bedrooms- 2 Beautiful modern bathrooms- Heated bathroom floors- Heat and A/C split units- Built-in USB outlets- Exposed brick lends rustic charm- High ceilings throughout- Beautiful wooden spiral staircase- Bike room in building- Storage availabl,"Price: $4,350; 2 Bedrooms; 2 full Bathrooms; Multi-Family; Dishwasher; Deck; Status: For Rent; Neighborhood:; Zip:; Provided By:
                          Exr; 890 sqft",,,Brooklyn Heights,"$4,350/mo",trulia
,"Brooklyn, NY, 11211, (",30 days on Trulia,1 full Bathroom,1 Bedroom,Lowest,"Luxury Building ~ High end 1brBalcony and Walk in closetPrime Williamsburg/Greenpoint2 Blocks to L @ Bedford 2 Blocks to McCarren ParkSS AppliancesDish washer included Island kitchen with Granite c. topMarble bath with deep soaking tubWood Flooring ~ Built in A/CWasher and Dryer hook upVideo intercom ~ IPod mount with built in speakersAmenities:24/7 Doorman w/ Concierge , Furnished Roof top , Elevators , Fitness center , Laundry Facilities , Lounge and Parking .Guarantors welcomeNet e","Price: $3,100; 1 Bedroom; 1 full Bathroom; Multi-Family; Washer; Dryer; Status: For Rent; Concierge; Neighborhood:; Zip:; Provided By:
                          Fiddler Realty; 615 sqft",,,Greenpoint,"$3,100/mo",trulia
,"Brooklyn, NY, 11225, (",30 days on Trulia,1 full Bathroom,2 Bedrooms,Low,"Introducing 492 Lefferts Ave! A magnificent, luxury new development located just steps to the 2 & 5 trains, plenty of grocery stores, cafes, and of course prospect park!The building amenities include: State-of-the-art gym Laundry room Lounge Business conference room Underground parking, bike room, elevator & virtual doorman Finished roof deck with outdoor furniture and extraordinary views of BrooklynEvery apartment has private outdoor space, whether it's a private balcony or big private terraces.Bursting with character, this stunning 2 bed","Price: $2,475; 2 Bedrooms; 1 full Bathroom; Multi-Family; Dishwasher; Deck; Status: For Rent; Pets Allowed:; Small dogs; Parking: garage attached; Balcony; Neighborhood:; Zip:; Provided By:
                          Lang Realty Llc; Patio; Courtyard",,,East Flatbush,"$2,475/mo",trulia
,"Brooklyn, NY, 11215, (",30 days on Trulia,1 full Bathroom,2 Bedrooms,Lowest,"Luxury Building ~ Sunny Penthouse Private Terrace High end finishesPrime Williamsburg/Greenpoint2 Blocks to L @ Bedford2 Blocks to McCarren ParkUltra bright ~ Floor to ceiling windowsSS Appliances Dish washer includedIsland kitchen with Granite c. topNew Marble bath with deep soaking tubWood flooring ~ Built in A/CWasher and Dryer hook upVideo intercom ~ IPod dock powered speakers in all roomsWorld of Amenities :24/7 Doorman w/ Concierge , Furnished Roof top , Elevators , Fitn","Price: $4,310; 2 Bedrooms; 1 full Bathroom; Multi-Family; Washer; Dryer; Status: For Rent; Concierge; Neighborhood:; Zip:; Provided By:
                          Fiddler Realty; 830 sqft",,,Gowanus,"$4,310/mo",trulia
,"Brooklyn, NY, 11214, (",5 days on Trulia,1 full Bathroom,3 Bedrooms,Lowest,3 bedroom located in Bath Beach @ Bay 16th. Steps to the promenade and ocean.Master will comfortably fit a queen bed and two smaller rooms will fit a full.Plenty of closet space including a walk in closet.Kitchen/dinette with stainless steel oven range.Tenant must supply own refrigerator.Heat and hot water included.Private access to porch area!Candidates must have credit of at least 700+And an annual income of 40 times the rent,"Price: $2,000; Deposit:
                          $2,000; 3 Bedrooms; 1 full Bathroom; Multi-Family; Status: For Rent; Neighborhood:; Zip:",,,Bath Beach,"$2,000/mo",trulia
,"Brooklyn, NY, 11219, (",5 days on Trulia,1 full Bathroom,2 Bedrooms,Lowest,"AVAILABLE NOW!STUNNING, Well Renovated!LARGE 2 Bedroom.EXTREMELY Spacious Living Area/Dining Area.STAINLESS STEEL Appliances With DISHWASHER and MicrowaveHARDWOOD FLOORSCeiling FANSMODERN AND UPDATEDVERY WELL PRICED, Great for a small family/couple or roommates.D, N, Q, W trains all within walking distance.TONS of shopping, restaurants, cafe's, eateries, ETC all along strip of 13th Ave & Fort Hamilton Parkway","Price: $1,800; 2 Bedrooms; 1 full Bathroom; Multi-Family; Dishwasher; Status: For Rent; Pets Allowed:; Cats, Small dogs; Neighborhood:; Zip:; Provided By:
                          Zealestate Group Inc; 1,200 sqft",,,Dyker Heights,"$1,800/mo",trulia
,"Brooklyn, NY, 11214, (",5 days on Trulia,1 full Bathroom,2 Bedrooms,Lowest,"Located in the heart of Bensonhurst , fully renovated 2 bedrooms 1 bath. New kitcken, new bath. Each room has window. Nice and quiet neighborhood. Near by bay parkway 86st. Need one month fee. Owner pays water only. Text and email for quick response 646-301-8038 ssyzhang@yahoo.com","Price: $1,950; 2 Bedrooms; 1 full Bathroom; Multi-Family; Status: For Rent; Parking: off street; Floors: Hardwood; Heating: forced air; Pool; Neighborhood:; Zip:",,,Gravesend,"$1,950/mo",trulia
,"Brooklyn, NY, 11211, (",5 days on Trulia,2 full Bathrooms,2 Bedrooms,Lowest,"This magnificent 2 bedroom Duplex SPACIOUS Apartment offers the luxury that you deserve. located in HOTSPOT center of historic WILLIAMSBURG in Brooklyn's most entertaining, professional and artistic neighborhoods. It is Brooklyn's most be loving & desired neighborhood. Located 1 blocks to L train 2nd stop in Brooklyn L @ Lorimer.Enjoy Brooklyn without leaving your home with this glass wall private Balcony great for relaxing, entertaining or get some fresh air or use the magnificent furnished rooftopState of the art equipment gym, parking-Large bright floor to","Price: $4,425; 2 Bedrooms; 2 full Bathrooms; Multi-Family; Dishwasher; Status: For Rent; Pets Allowed:; Small dogs; Neighborhood:; Zip:; Provided By:
                          Jw Real Estate Services Llc",,,Williamsburg,"$4,425/mo",trulia
,"Brooklyn, NY, 11235, (",5 days on Trulia,1 full Bathroom,2 Bedrooms,Low,"Kings & Queens NO FEE Apartments are located in the most desirable neighborhoods of Brooklyn and Queens and convenient to shopping, restaurants and major transportation hubs. All buildings feature elevators, central laundry facilities and spacious apartments with wood flooring throughout. Many buildings offer on-site parking and apartments with balconies, charming pre-war details and renovated kitchens and bathrooms.","Price: $2,050; 2 Bedrooms; 1 full Bathroom; Multi-Family; Status: For Rent; Balcony; Neighborhood:; Zip:; Provided By:
                          Realty Operations Group; 999 sqft",,,Sheepshead Bay,"$2,050/mo",trulia
,"Brooklyn, NY, 11214, (",5 days on Trulia,"2 full, 1 partial Bathrooms",3 Bedrooms,Low,"This Modern three bedroom, two and a half bath duplex is the perfect place to call home. Located on the first floor of a three family home, your new apartment includes a full finished basement with washer dryer hook up and a half bathroom. Enter into a large living room with an open concept style kitchen and dining room.The Kitchen in lined with granite counter-tops and stainless steal appliances inclusive of a Dishwasher. Three sizable bedrooms are located in the rear of the unit including the master bedroom and en-suite.The apartment features, outdoor space, hardwood floors th","Price: $3,200; 3 Bedrooms; 2 full, 1 partial Bathrooms; Multi-Family; Refrigerator; Dishwasher; Washer; Dryer; Status: For Rent; Pets Allowed:; Cats, Small dogs; Basement; Neighborhood:; Zip:; Provided By:
                          Rapid Realty Bay Ridge; 2,000 sqft",,,Bath Beach,"$3,200/mo",trulia
,"Brooklyn, NY, 11221, (",5 days on Trulia,2 full Bathrooms,2 Bedrooms,Highest,"No Fee! Brownstone Garden Floor Home. Large bedrooms on opposite ends, two full bathrooms, stainless steel appliances, central heating and cooling, washer/dryer, wine cellar! and a beautiful private garden. Small three unit brownstone meticulously renovated by the owner on a charming corner of Bushwick Ave. Steps to the J,M,Z trains.","Price: $3,100; 2 Bedrooms; 2 full Bathrooms; Multi-Family; Dishwasher; Washer; Dryer; Status: For Rent; Neighborhood:; Zip:; Provided By:
                          Douglas Elliman; Garden",,,Bushwick,"$3,100/mo",trulia
,"Brooklyn, NY, 11214, (",5 days on Trulia,"2 full, 1 partial Bathrooms",3 Bedrooms,Low,"This Modern three bedroom, two and a half bath duplex is the perfect place to call home. Located on the first floor of a three family home, your new apartment includes a full finished basement with washer dryer hook up and a half bathroom. Enter into a large living room with an open concept style kitchen and dining room.The Kitchen in lined with granite counter-tops and stainless steal appliances inclusive of a Dishwasher. Three sizable bedrooms are located in the rear of the unit including the master bedroom and en-suite.The apartment features, outdoor space, hardwood floors th","Price: $3,200; 3 Bedrooms; 2 full, 1 partial Bathrooms; Multi-Family; Dishwasher; Washer; Dryer; Status: For Rent; Pets Allowed:; Cats, Small dogs; Floors: Hardwood; Basement; Neighborhood:; Zip:; 2,000 sqft",,,Bath Beach,"$3,200/mo",trulia
,"Brooklyn, NY, 11206, (",5 days on Trulia,"1 full, 1 partial Bathrooms",3 Bedrooms,Low,stunning three bedroom apartmentremodeled to pure perfectionspacious modern clean convenientthree boxed bedroomshuge kitchen / living open floorone and half bathsoversized windowsbalconyhigh ceilingsrecessed lightinghardwoodsclosets/storagegymlaundryroomnice buildinga must seemontrose l trainbusesgraham avenuecall sally for appointment,"Price: $4,000; 3 Bedrooms; 1 full, 1 partial Bathrooms; Multi-Family; Dishwasher; Status: For Rent; Pets Allowed:; Small dogs; Balcony; Neighborhood:; Zip:; Provided By:
                          Townhouse Realty Nyc, Inc.",,,Williamsburg,"$4,000/mo",trulia
,"Brooklyn, NY, 11230, (",5 days on Trulia,1 full Bathroom,1 Bedroom,Low,"Open House By Appointment JUST REDUCED BEST DEAL IN DITMAS PARK Prime Ditmas Park, Huge 1 bedroom plus office or 2nd bedroom 1000 sq. ft. with Entry Hallway  Apartment features high ceilings, Opened Windowed Eat-in kitchen, with Designer floors stainless Steel Appliances Island with hanging lights Windowed Bathroom. Great For FAMILY OR SHARES Ample sized master bedroom Living room, Beautiful hardwood floors, 24-hour doorman, lobby with stained glass windows, patterned terrazzo floors, crystal sconces, pet-friendly, Laundry,, Bike room, storage, live-in-super well","Price: $2,275; 1 Bedroom; 1 full Bathroom; Multi-Family; Dishwasher; Status: For Rent; Neighborhood:; Zip:; Provided By:
                          Morgan Rose Realty Llc; 1,000 sqft; Garden",,,Flatbush - Ditmas Park,"$2,275/mo",trulia
,"Brooklyn, NY, 11228, (",5 days on Trulia,2 full Bathrooms,3 Bedrooms,Lowest,"Listing Id: #206259You must come and see this lovely apartment! This is a STEAL, and it wont last long!- Laundry hookups- Central heating- Modern bathroom- Upgraded kitchen cabinets- Stainless steel appliances- New appliances- Dishwasher- Spacious- Three-story- Multi-family- Laundry room","Price: $2,600; Deposit:
                          $2,600; 3 Bedrooms; 2 full Bathrooms; Multi-Family; Status: For Rent; Neighborhood:; Zip:",,,Dyker Heights,"$2,600/mo",trulia
,"247 N 7th St, Brooklyn, NY, 11211",92 days on Trulia,1 - 2 full Bathrooms,Studio - 2 Bedrooms,Lowest,"Welcome Home to 247N7!Introducing 247 North Seventh, Brooklyns most distinctive new address, located in the heart of North Williamsburg. This two-tower rental development - separated by a stunning landscaped inner courtyard - features studio, one and two-bedroom residences, with private outdoor space in select units, pristine interiors and a fantastic amenities package. Uniquely situated to capitalize on all that Williamsburg has to offer, neighborhood highlights include famed McCarren Park only five blocks away, eclectic shopping, restaurants and nightlife on Bedford Avenue and","; Features – 247N7; *; ; ; ; Additional Storage; ; Fitness Center; ; Elevator; ; Courtyard; ; Dishwasher; ; Washing Machine; ; Dryer; ; Disabled Access; ; ; ; Other Features:; 24 Concierge/Doorman
      ,    Bike Rack
      ,    Common Roof Deck
      ,    Corner unit
      ,    Eat In Kitchen
      ,    Parking Lot
      ,    Underground Garage
      ,    Other
      ,    Air Conditioning
      ,    On-Site Management
      ,    Online Rent Payment
      ,    Bicycle Storage
      ,    Microwave Oven
      ,    Cable TV Ready
      ,    High-speed Internet Ready; ; Pets Allowed:; Cats, Small dogs; ; *Certain features are not guaranteed in every unit. Contact the property for more details.; ; ; ; ; ; Provided by; ;",,,Greenpoint,"$2,528 - $5,631/mo",trulia
